time_s,mission_mode,state,position_pid_enabled,height_agl_m,height_raw_m,height_setpoint_m,vertical_speed_mps,gps_lat,gps_lon,north_m,east_m,position_error_m,roll_deg,pitch_deg,yaw_deg,roll_pwm,pitch_pwm,throttle_pwm,alt_p,alt_i,alt_d,gps_fix,satellites,hdop,motor_1_rpm,motor_2_rpm,motor_3_rpm,motor_4_rpm
0.097807395000018,ALTITUDE_ONLY,TAKEOFF,0,0.0,0.16,2.3724000129732302e-06,0.07,,,,,,1.3,1.2,125.0,1500,1500,1000,0.00037958400207571685,8.303400045406306e-08,0.0,,,,0,0,0,0
0.19891711199989004,ALTITUDE_ONLY,TAKEOFF,0,0.0,0.16,0.03003714960000252,0.07,,,,,,1.3,1.2,125.0,1500,1500,1012,4.8059439360004035,0.10525197756253071,0.0,,,,0,0,0,0
0.3000684970002112,ALTITUDE_ONLY,TAKEOFF,0,0.0,0.16,0.060071204699988806,0.07,,,,,,1.3,1.2,125.0,1500,1500,1024,9.61139275199821,0.31573986261543296,0.0,,,,0,0,0,0
0.4010844370000086,ALTITUDE_ONLY,TAKEOFF,0,0.0,0.17,0.09010338210005102,0.07,,,,,,1.3,1.2,125.0,1500,1500,1036,14.416541136008163,0.6314399507657705,0.0,,,,0,0,0,0
0.4922383319999426,ALTITUDE_ONLY,TAKEOFF,0,0.0,0.17,0.12013513710007828,0.07,,,,,,1.3,1.2,125.0,1500,1500,1048,19.221621936012525,1.0523580012655982,0.0,,,,0,0,0,0
0.604760701000032,ALTITUDE_ONLY,TAKEOFF,0,0.0,0.17,0.15016579230000388,0.08,,,,,,1.3,1.2,125.0,1500,1500,1060,24.026526768000622,1.5784753332605217,0.0,,,,0,0,0,0
0.6946268040001087,ALTITUDE_ONLY,TAKEOFF,0,0.0,0.16,0.18019820849999632,0.08,,,,,,1.3,1.2,125.0,1500,1500,1072,28.831713359999412,2.2098505528130943,0.0,,,,0,0,0,0
0.7950055239998619,ALTITUDE_ONLY,TAKEOFF,0,0.0,0.16,0.21024089130000903,0.08,,,,,,1.3,1.2,125.0,1500,1500,1084,33.638542608001444,2.9467406005202084,0.0,,,,0,0,0,0
0.8959059460003118,ALTITUDE_ONLY,TAKEOFF,0,0.0,0.17,0.2402699520000169,0.08,,,,,,1.3,1.2,125.0,1500,1500,1096,38.44319232000271,3.788500047369799,0.0,,,,0,0,0,0
0.9970127380001941,ALTITUDE_ONLY,TAKEOFF,0,0.0,0.17,0.2703034292999746,0.09,,,,,,1.3,1.2,125.0,1500,1500,1108,43.248548687995935,4.73561776996764,0.0,,,,0,0,0,0
1.1148798130002433,ALTITUDE_ONLY,TAKEOFF,0,0.0,0.17,0.3003428511000948,0.09,,,,,,1.3,1.2,125.0,1500,1500,1120,48.054856176015164,5.788199088666392,0.0,,,,0,0,0,0
1.2025988670002334,ALTITUDE_ONLY,TAKEOFF,0,0.0,0.16,0.3303858618000504,0.09,,,,,,1.3,1.2,125.0,1500,1500,1132,52.861737888008065,6.946207453136573,0.0,,,,0,0,0,0
1.2999267069999405,ALTITUDE_ONLY,TAKEOFF,0,0.0,0.17,0.3604217946000972,0.09,,,,,,1.3,1.2,125.0,1500,1500,1144,57.66748713601555,8.20919468006933,0.0,,,,0,0,0,0
1.4025700870001856,ALTITUDE_ONLY,TAKEOFF,0,0.0,0.17,0.39046573860000533,0.09,,,,,,1.3,1.2,125.0,1500,1500,1156,62.474518176000856,9.57782660491382,0.0,,,,0,0,0,0
1.5026334190001762,ALTITUDE_ONLY,TAKEOFF,0,0.0,0.17,0.42050557140000816,0.09,,,,,,1.3,1.2,125.0,1500,1500,1168,67.28089142400131,11.051550261485177,0.0,,,,0,0,0,0
